date,filter,text
31 December 2020,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 24%
31 December 2021,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 24%
31 December 2009,oracle,oracle's yearly stock price <b>increased</b> by 1%
31 December 2010,oracle,oracle's yearly stock price <b>increased</b> by 28%
31 December 2011,oracle,oracle's yearly stock price <b>increased</b> by 24%
31 December 2012,oracle,oracle's yearly stock price <b>decreased</b> by 4%
31 December 2013,oracle,oracle's yearly stock price <b>increased</b> by 14%
31 December 2014,oracle,oracle's yearly stock price <b>increased</b> by 21%
31 December 2015,oracle,oracle's yearly stock price <b>increased</b> by 3%
31 December 2016,oracle,oracle's yearly stock price <b>decreased</b> by 2%
31 December 2017,oracle,oracle's yearly stock price <b>increased</b> by 20%
31 December 2018,oracle,oracle's yearly stock price <b>increased</b> by 5%
31 December 2019,oracle,oracle's yearly stock price <b>increased</b> by 14%
31 December 2020,oracle,oracle's yearly stock price <b>increased</b> by 4%
31 December 2021,oracle,oracle's yearly stock price <b>increased</b> by 14%
31 December 2015,citizensbank,citizensbank's yearly stock price <b>increased</b> by 8%
31 December 2016,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 3%
31 December 2017,citizensbank,citizensbank's yearly stock price <b>increased</b> by 54%
31 December 2018,citizensbank,citizensbank's yearly stock price <b>increased</b> by 13%
31 December 2019,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 9%
31 December 2020,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 17%
31 December 2021,citizensbank,citizensbank's yearly stock price <b>increased</b> by 44%
31 December 2009,libertymutual,libertymutual's yearly stock price <b>increased</b> by 2%
31 December 2010,libertymutual,libertymutual's yearly stock price <b>increased</b> by 21%
31 December 2011,libertymutual,libertymutual's yearly stock price <b>increased</b> by 11%
31 December 2012,libertymutual,libertymutual's yearly stock price <b>increased</b> by 31%
31 December 2013,libertymutual,libertymutual's yearly stock price <b>increased</b> by 33%
31 December 2014,libertymutual,libertymutual's yearly stock price <b>increased</b> by 11%
31 December 2015,libertymutual,libertymutual's yearly stock price <b>increased</b> by 15%
31 December 2016,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 10%
31 December 2017,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 2%
31 December 2018,libertymutual,libertymutual's yearly stock price <b>increased</b> by 14%
31 December 2019,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 3%
31 December 2020,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 29%
31 December 2021,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 10%
31 December 2009,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 36%
31 December 2010,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 30%
31 December 2011,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 6%
31 December 2012,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 30%
31 December 2013,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 66%
31 December 2014,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 17%
31 December 2015,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 34%
31 December 2016,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 3%
31 December 2017,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 26%
31 December 2018,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 17%
31 December 2019,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 34%
31 December 2020,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 22%
31 December 2021,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 45%
31 December 2009,elililly,elililly's yearly stock price <b>decreased</b> by 14%
31 December 2010,elililly,elililly's yearly stock price <b>increased</b> by 12%
31 December 2011,elililly,elililly's yearly stock price <b>increased</b> by 6%
31 December 2012,elililly,elililly's yearly stock price <b>increased</b> by 38%
31 December 2013,elililly,elililly's yearly stock price <b>increased</b> by 24%
31 December 2014,elililly,elililly's yearly stock price <b>increased</b> by 23%
31 December 2015,elililly,elililly's yearly stock price <b>increased</b> by 58%
31 December 2016,elililly,elililly's yearly stock price <b>decreased</b> by 0%
31 December 2017,elililly,elililly's yearly stock price <b>increased</b> by 9%
31 December 2018,elililly,elililly's yearly stock price <b>increased</b> by 13%
31 December 2019,elililly,elililly's yearly stock price <b>increased</b> by 34%
31 December 2020,elililly,elililly's yearly stock price <b>increased</b> by 28%
31 December 2021,elililly,elililly's yearly stock price <b>increased</b> by 25%
31 December 2009,ibm,ibm's yearly stock price <b>increased</b> by 1%
31 December 2010,ibm,ibm's yearly stock price <b>increased</b> by 23%
31 December 2011,ibm,ibm's yearly stock price <b>increased</b> by 32%
31 December 2012,ibm,ibm's yearly stock price <b>increased</b> by 17%
31 December 2013,ibm,ibm's yearly stock price <b>increased</b> by 1%
31 December 2014,ibm,ibm's yearly stock price <b>decreased</b> by 4%
31 December 2015,ibm,ibm's yearly stock price <b>decreased</b> by 12%
31 December 2016,ibm,ibm's yearly stock price <b>increased</b> by 2%
31 December 2017,ibm,ibm's yearly stock price <b>increased</b> by 9%
31 December 2018,ibm,ibm's yearly stock price <b>decreased</b> by 5%
31 December 2019,ibm,ibm's yearly stock price <b>decreased</b> by 0%
31 December 2020,ibm,ibm's yearly stock price <b>decreased</b> by 5%
31 December 2009,fedex,fedex's yearly stock price <b>decreased</b> by 22%
31 December 2010,fedex,fedex's yearly stock price <b>increased</b> by 36%
31 December 2011,fedex,fedex's yearly stock price <b>increased</b> by 2%
31 December 2012,fedex,fedex's yearly stock price <b>increased</b> by 5%
31 December 2013,fedex,fedex's yearly stock price <b>increased</b> by 23%
31 December 2014,fedex,fedex's yearly stock price <b>increased</b> by 36%
31 December 2015,fedex,fedex's yearly stock price <b>increased</b> by 11%
31 December 2016,fedex,fedex's yearly stock price <b>decreased</b> by 1%
31 December 2017,fedex,fedex's yearly stock price <b>increased</b> by 29%
31 December 2018,fedex,fedex's yearly stock price <b>increased</b> by 16%
31 December 2019,fedex,fedex's yearly stock price <b>decreased</b> by 29%
31 December 2020,fedex,fedex's yearly stock price <b>increased</b> by 14%
31 December 2021,fedex,fedex's yearly stock price <b>increased</b> by 35%
31 December 2009,equifax,equifax's yearly stock price <b>decreased</b> by 18%
31 December 2010,equifax,equifax's yearly stock price <b>increased</b> by 21%
31 December 2011,equifax,equifax's yearly stock price <b>increased</b> by 11%
31 December 2012,equifax,equifax's yearly stock price <b>increased</b> by 34%
31 December 2013,equifax,equifax's yearly stock price <b>increased</b> by 34%
31 December 2014,equifax,equifax's yearly stock price <b>increased</b> by 22%
31 December 2015,equifax,equifax's yearly stock price <b>increased</b> by 36%
31 December 2016,equifax,equifax's yearly stock price <b>increased</b> by 24%
31 December 2017,equifax,equifax's yearly stock price <b>increased</b> by 7%
31 December 2018,equifax,equifax's yearly stock price <b>decreased</b> by 5%
31 December 2019,equifax,equifax's yearly stock price <b>increased</b> by 9%
31 December 2020,equifax,equifax's yearly stock price <b>increased</b> by 23%
31 December 2021,equifax,equifax's yearly stock price <b>increased</b> by 16%
31 December 2009,eversourceenergy,eversourceenergy's yearly stock price <b>decreased</b> by 7%
31 December 2010,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 28%
31 December 2011,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 25%
31 December 2012,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 14%
31 December 2013,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 16%
31 December 2014,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 13%
31 December 2015,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 12%
31 December 2016,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 14%
31 December 2017,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 13%
31 December 2018,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 3%
31 December 2019,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 29%
31 December 2020,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 16%
31 December 2021,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 3%
31 December 2009,lkq,lkq's yearly stock price <b>decreased</b> by 9%
31 December 2010,lkq,lkq's yearly stock price <b>increased</b> by 25%
31 December 2011,lkq,lkq's yearly stock price <b>increased</b> by 27%
31 December 2012,lkq,lkq's yearly stock price <b>increased</b> by 40%
31 December 2013,lkq,lkq's yearly stock price <b>increased</b> by 50%
31 December 2014,lkq,lkq's yearly stock price <b>increased</b> by 2%
31 December 2015,lkq,lkq's yearly stock price <b>increased</b> by 3%
31 December 2016,lkq,lkq's yearly stock price <b>increased</b> by 13%
31 December 2017,lkq,lkq's yearly stock price <b>increased</b> by 5%
31 December 2018,lkq,lkq's yearly stock price <b>decreased</b> by 0%
31 December 2019,lkq,lkq's yearly stock price <b>decreased</b> by 13%
31 December 2020,lkq,lkq's yearly stock price <b>increased</b> by 1%
31 December 2021,lkq,lkq's yearly stock price <b>increased</b> by 26%
31 December 2009,itw,itw's yearly stock price <b>decreased</b> by 11%
31 December 2010,itw,itw's yearly stock price <b>increased</b> by 24%
31 December 2011,itw,itw's yearly stock price <b>increased</b> by 12%
31 December 2012,itw,itw's yearly stock price <b>increased</b> by 14%
31 December 2013,itw,itw's yearly stock price <b>increased</b> by 27%
31 December 2014,itw,itw's yearly stock price <b>increased</b> by 25%
31 December 2015,itw,itw's yearly stock price <b>increased</b> by 9%
31 December 2016,itw,itw's yearly stock price <b>increased</b> by 20%
31 December 2017,itw,itw's yearly stock price <b>increased</b> by 34%
31 December 2018,itw,itw's yearly stock price <b>increased</b> by 5%
31 December 2019,itw,itw's yearly stock price <b>increased</b> by 7%
31 December 2020,itw,itw's yearly stock price <b>increased</b> by 22%
31 December 2021,itw,itw's yearly stock price <b>increased</b> by 13%
31 December 2009,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 11%
31 December 2010,nordstrom,nordstrom's yearly stock price <b>increased</b> by 60%
31 December 2011,nordstrom,nordstrom's yearly stock price <b>increased</b> by 24%
31 December 2012,nordstrom,nordstrom's yearly stock price <b>increased</b> by 18%
31 December 2013,nordstrom,nordstrom's yearly stock price <b>increased</b> by 11%
31 December 2014,nordstrom,nordstrom's yearly stock price <b>increased</b> by 18%
31 December 2015,nordstrom,nordstrom's yearly stock price <b>increased</b> by 12%
31 December 2016,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 26%
31 December 2017,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 6%
31 December 2018,nordstrom,nordstrom's yearly stock price <b>increased</b> by 22%
31 December 2019,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 27%
31 December 2020,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 41%
31 December 2021,nordstrom,nordstrom's yearly stock price <b>increased</b> by 65%
31 December 2009,grainger,grainger's yearly stock price <b>decreased</b> by 24%
31 December 2010,grainger,grainger's yearly stock price <b>increased</b> by 10%
31 December 2011,grainger,grainger's yearly stock price <b>decreased</b> by 9%
31 December 2012,grainger,grainger's yearly stock price <b>decreased</b> by 1%
31 December 2013,grainger,grainger's yearly stock price <b>increased</b> by 59%
31 December 2014,grainger,grainger's yearly stock price <b>increased</b> by 32%
31 December 2015,grainger,grainger's yearly stock price <b>increased</b> by 7%
31 December 2016,grainger,grainger's yearly stock price <b>increased</b> by 1%
31 December 2017,grainger,grainger's yearly stock price <b>increased</b> by 19%
31 December 2018,grainger,grainger's yearly stock price <b>increased</b> by 13%
31 December 2019,grainger,grainger's yearly stock price <b>decreased</b> by 3%
31 December 2020,grainger,grainger's yearly stock price <b>increased</b> by 19%
31 December 2021,grainger,grainger's yearly stock price <b>decreased</b> by 3%
31 December 2009,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 26%
31 December 2010,americanexpress,americanexpress's yearly stock price <b>increased</b> by 57%
31 December 2011,americanexpress,americanexpress's yearly stock price <b>increased</b> by 16%
31 December 2012,americanexpress,americanexpress's yearly stock price <b>increased</b> by 20%
31 December 2013,americanexpress,americanexpress's yearly stock price <b>increased</b> by 32%
31 December 2014,americanexpress,americanexpress's yearly stock price <b>increased</b> by 25%
31 December 2015,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 12%
31 December 2016,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 17%
31 December 2017,americanexpress,americanexpress's yearly stock price <b>increased</b> by 35%
31 December 2018,americanexpress,americanexpress's yearly stock price <b>increased</b> by 21%
