company,date,country,count,overall,balance,culture,career,comp,mgmt,knowledge,power,respect,trust,social_support,romance,similarity,identity,fun,conflict,
nokia,2009-12-00,US,4,3.250,4.000,2.875,3.625,3.000,0.000,0.77314,0.57167,0.27722,0.43228,0.47911,0.10753,0.42022,0.49136,0.26829,0.22385,
apple,2009-12-00,US,12,3.333,3.167,2.500,3.458,3.333,0.000,0.55523,0.23568,0.23077,0.25916,0.28827,0.04598,0.26929,0.29076,0.20656,0.18308,
nokia,2009-12-00,India,1,4.000,4.500,3.500,4.000,4.000,0.000,0.84966,0.77548,0.21738,0.15394,0.34360,0.01338,0.12958,0.44641,0.18998,0.19119,
ericsson,2009-12-00,US,1,4.000,4.000,3.000,4.000,4.000,0.000,0.66006,0.29244,0.27823,0.39646,0.38086,0.00004,0.29146,0.32209,0.09631,0.01887,
huawei,2009-12-00,UK,1,2.000,2.500,2.500,4.000,1.000,0.000,0.54137,0.35001,0.38299,0.31315,0.39013,0.01475,0.23571,0.35430,0.22382,0.14411,
nokia,2009-12-00,UK,2,3.000,4.500,2.750,2.500,2.000,0.000,0.75978,0.39950,0.28880,0.25201,0.31631,0.02892,0.40996,0.43462,0.24158,0.18349,
ericsson,2010-01-00,Romania,1,2.000,2.000,2.000,2.000,2.000,0.000,0.69953,0.30837,0.25753,0.09866,0.32718,0.00046,0.08252,0.36100,0.04743,0.15541,
apple,2010-01-00,UK,1,1.000,2.500,1.000,1.000,3.000,0.000,0.61705,0.29309,0.08082,0.22931,0.25403,0.00111,0.18769,0.32247,0.08558,0.15231,
nokia,2010-01-00,Hungary,1,4.000,5.000,3.000,3.000,2.500,0.000,0.87512,0.33288,0.17734,0.51929,0.38738,0.00108,0.17119,0.38776,0.08069,0.02343,
telefonica,2010-01-00,Mexico,1,4.000,3.500,4.000,3.500,3.000,0.000,0.52688,0.41621,0.27409,0.35974,0.34687,0.01078,0.20653,0.21726,0.15232,0.11860,
ericsson,2010-01-00,US,2,3.500,3.750,3.500,3.750,2.750,0.000,0.54865,0.22860,0.30160,0.46968,0.38927,0.03359,0.22903,0.35461,0.19021,0.19505,
telefonica,2010-01-00,UK,2,3.000,2.750,3.000,3.500,3.250,0.000,0.63823,0.29574,0.25864,0.27907,0.35419,0.01160,0.21230,0.32980,0.19059,0.05047,
nokia,2010-01-00,Finland,1,4.000,4.500,3.000,4.000,2.500,0.000,0.83239,0.62717,0.22665,0.25929,0.40353,0.13886,0.13441,0.42881,0.40806,0.26306,
apple,2010-01-00,US,11,3.727,3.455,3.273,4.000,3.500,0.000,0.55677,0.26301,0.25235,0.34040,0.34769,0.05986,0.23708,0.32326,0.27623,0.14634,
nokia,2010-01-00,US,3,3.667,4.833,3.500,3.833,3.000,0.000,0.73349,0.70711,0.24705,0.37048,0.49054,0.07795,0.30942,0.42163,0.23801,0.22471,
ericsson,2010-01-00,Canada,1,3.000,3.000,3.000,4.000,3.000,0.000,0.51816,0.16757,0.24493,0.13365,0.39836,0.13030,0.34777,0.33328,0.38365,0.18186,
nokia,2010-01-00,India,1,2.000,4.500,2.500,2.500,3.000,0.000,0.89602,0.72066,0.20530,0.27403,0.10682,0.08794,0.60851,0.41892,0.22767,0.11397,
ericsson,2010-01-00,Croatia,1,2.000,3.500,1.500,2.500,1.000,0.000,0.61834,0.31716,0.30921,0.58252,0.35504,0.06519,0.11428,0.39618,0.11998,0.13280,
nokia,2010-02-00,India,2,4.000,3.750,4.500,3.250,2.750,0.000,0.61063,0.50030,0.32155,0.51932,0.48111,0.04319,0.40341,0.45830,0.32076,0.25201,
nokia,2010-02-00,UK,3,3.000,3.500,3.167,3.000,2.500,0.000,0.73154,0.46870,0.32448,0.39656,0.32462,0.08923,0.37713,0.45567,0.32824,0.33344,
nokia,2010-02-00,China,1,4.000,4.500,4.000,4.000,4.000,0.000,0.63049,0.40969,0.42928,0.75704,0.45388,0.07788,0.48816,0.49014,0.19597,0.11722,
nokia,2010-02-00,Canada,1,4.000,4.500,3.000,2.500,4.000,0.000,0.83031,0.59307,0.20626,0.08062,0.43384,0.06714,0.56741,0.31409,0.39908,0.08892,
telefonica,2010-02-00,Spain,1,4.000,3.500,3.000,4.000,3.500,0.000,0.52147,0.44750,0.24750,0.28219,0.24560,0.07714,0.30610,0.38111,0.12904,0.17909,
ericsson,2010-02-00,India,1,5.000,5.000,3.000,2.000,4.000,0.000,0.55449,0.46972,0.27813,0.29366,0.25540,0.10499,0.24935,0.37337,0.23644,0.24621,
nokia,2010-02-00,Germany,1,3.000,4.000,1.000,3.500,2.000,0.000,0.55902,0.48127,0.52448,0.52565,0.49606,0.27583,0.49933,0.50330,0.39586,0.37902,
apple,2010-02-00,US,13,3.923,3.615,3.269,3.731,3.885,0.000,0.54818,0.26243,0.22268,0.21870,0.28291,0.07113,0.24589,0.31154,0.27026,0.16026,
nokia,2010-02-00,US,2,2.500,4.000,2.500,3.500,3.000,0.000,0.69769,0.61101,0.34581,0.55202,0.36179,0.02277,0.43540,0.45290,0.22996,0.34232,
nokia,2010-03-00,Lebanon,1,3.000,3.500,4.500,3.500,2.000,0.000,0.87887,0.76438,0.27320,0.56521,0.14389,0.04163,0.51974,0.46156,0.28778,0.40600,
nokia,2010-03-00,US,4,3.000,3.375,2.500,3.875,2.250,0.000,0.66793,0.46615,0.32622,0.54203,0.43602,0.06974,0.38574,0.46104,0.30618,0.23110,
nokia,2010-03-00,India,4,3.250,4.000,3.000,3.000,3.250,0.000,0.81893,0.45578,0.21229,0.30566,0.40911,0.01674,0.33011,0.42520,0.22850,0.14547,
telefonica,2010-03-00,Ireland,1,2.000,4.000,2.000,3.000,1.500,0.000,0.62005,0.12723,0.15674,0.31031,0.30099,0.00717,0.38120,0.34673,0.12857,0.14383,
ericsson,2010-03-00,India,1,5.000,5.000,4.500,5.000,4.500,0.000,0.60216,0.54452,0.29368,0.39475,0.43468,0.10504,0.15465,0.27678,0.33686,0.10040,
apple,2010-03-00,US,9,3.556,3.389,3.000,4.111,3.667,0.000,0.56270,0.21574,0.24878,0.22689,0.33860,0.07934,0.28383,0.31842,0.15261,0.14797,
nokia,2010-03-00,Israel,1,2.000,2.000,2.500,3.500,1.500,0.000,0.79231,0.31533,0.15938,0.08920,0.46160,0.02461,0.18681,0.35143,0.14307,0.12957,
nokia,2010-03-00,Poland,1,3.000,3.500,2.000,3.000,2.000,0.000,0.87735,0.37820,0.18022,0.13651,0.39474,0.05296,0.35163,0.42661,0.19681,0.13078,
ericsson,2010-04-00,US,2,3.000,4.500,3.500,3.000,3.500,0.000,0.58360,0.43380,0.18337,0.17513,0.25728,0.02765,0.25375,0.34687,0.17135,0.17740,
nokia,2010-04-00,US,3,3.000,4.167,2.500,4.167,2.500,0.000,0.75096,0.31705,0.25809,0.27154,0.35145,0.07463,0.34263,0.43554,0.25304,0.29561,
telefonica,2010-04-00,Ireland,1,2.000,1.500,2.000,3.000,1.000,0.000,0.63084,0.58378,0.14035,0.10103,0.17682,0.02087,0.11170,0.27436,0.05221,0.16507,
ericsson,2010-04-00,Croatia,1,2.000,3.500,1.500,1.500,1.500,0.000,0.66957,0.20409,0.12889,0.23069,0.37098,0.00645,0.08488,0.24976,0.12417,0.04575,
nokia,2010-04-00,India,1,3.000,3.500,3.500,2.000,1.000,0.000,0.89419,0.75944,0.17168,0.21492,0.31610,0.00352,0.14352,0.30552,0.32238,0.24351,
apple,2010-04-00,US,9,2.778,3.111,2.389,3.667,3.111,0.000,0.61428,0.24125,0.13059,0.23797,0.27218,0.03603,0.19984,0.29595,0.16814,0.13314,
nokia,2010-05-00,US,4,3.250,4.125,3.000,3.625,2.875,0.000,0.77960,0.56073,0.26717,0.24274,0.37172,0.06757,0.28315,0.42980,0.32600,0.29467,
apple,2010-05-00,US,18,3.722,3.694,3.167,3.806,3.583,0.000,0.55628,0.25564,0.22518,0.26592,0.34973,0.06810,0.27269,0.32088,0.20921,0.19036,
ericsson,2010-05-00,US,1,2.000,3.000,2.000,3.000,1.500,0.000,0.54279,0.42523,0.20250,0.12613,0.43781,0.00600,0.18685,0.29976,0.12077,0.18553,
nokia,2010-05-00,Finland,2,3.500,4.000,4.250,3.250,3.250,0.000,0.81640,0.49327,0.31805,0.41374,0.45841,0.05501,0.21792,0.36420,0.22808,0.20126,
nokia,2010-05-00,UK,1,5.000,4.000,5.000,4.000,3.500,0.000,0.85050,0.39084,0.36330,0.12815,0.54430,0.06200,0.60096,0.42450,0.20119,0.20762,
ericsson,2010-05-00,Canada,1,3.000,3.000,2.000,3.000,2.500,0.000,0.71447,0.45143,0.05258,0.20916,0.16405,0.00673,0.07073,0.29102,0.05840,0.04933,
ericsson,2010-05-00,China,1,4.000,4.500,3.000,4.000,4.000,0.000,0.61710,0.11519,0.40015,0.15988,0.64410,0.02741,0.39732,0.26135,0.17018,0.05396,
ericsson,2010-05-00,Hungary,1,1.000,4.500,2.000,1.000,1.000,0.000,0.53986,0.37323,0.14671,0.17818,0.51384,0.10727,0.20079,0.29152,0.15368,0.30225,
nokia,2010-05-00,India,1,4.000,4.500,4.000,2.000,3.500,0.000,0.65022,0.54643,0.36855,0.35658,0.32740,0.12012,0.37357,0.39987,0.53514,0.32902,
nokia,2010-06-00,Germany,1,5.000,5.000,4.000,4.000,4.000,0.000,0.68953,0.07620,0.34844,0.00252,0.04650,0.00004,0.05551,0.49751,0.07501,0.47424,
apple,2010-06-00,UK,1,3.000,3.000,3.000,3.500,2.500,0.000,0.61759,0.39997,0.21361,0.27693,0.34289,0.11561,0.19063,0.29273,0.29168,0.14667,
nokia,2010-06-00,India,2,3.000,3.250,3.000,2.750,2.500,0.000,0.66761,0.57430,0.33212,0.64942,0.39996,0.28684,0.57837,0.47257,0.50312,0.33933,
apple,2010-06-00,US,14,3.500,2.893,3.036,3.571,3.429,0.000,0.56419,0.29878,0.20101,0.23917,0.27534,0.04026,0.21756,0.29316,0.19674,0.16730,
nokia,2010-06-00,US,3,2.667,4.000,1.667,2.667,1.667,0.000,0.82771,0.45106,0.20019,0.13334,0.29609,0.07319,0.19870,0.42301,0.20991,0.24017,
ericsson,2010-06-00,India,1,2.000,1.000,1.500,3.000,1.000,0.000,0.45766,0.47382,0.29601,0.25315,0.27895,0.13982,0.23777,0.33721,0.33586,0.37031,
nokia,2010-06-00,Finland,3,3.333,4.333,3.500,3.000,1.833,0.000,0.72962,0.42274,0.25860,0.43140,0.45963,0.09973,0.26749,0.40921,0.27962,0.24376,
nokia,2010-07-00,US,4,3.750,4.750,3.625,3.625,2.875,0.000,0.81848,0.53238,0.28681,0.46629,0.30222,0.03492,0.37841,0.45803,0.21259,0.24915,
nokia,2010-07-00,UK,2,4.000,4.000,3.250,3.250,2.000,0.000,0.78642,0.48780,0.26915,0.17442,0.54583,0.05022,0.23548,0.39464,0.30386,0.12147,
telefonica,2010-07-00,UK,1,4.000,3.500,3.000,4.000,4.000,0.000,0.57622,0.17485,0.30700,0.15751,0.43431,0.10651,0.16672,0.24976,0.36235,0.17098,
apple,2010-07-00,US,15,3.933,3.767,3.600,3.800,3.767,0.000,0.53108,0.28152,0.26473,0.23740,0.29059,0.08133,0.27144,0.30635,0.26529,0.18311,
ericsson,2010-07-00,Iran,1,4.000,5.000,4.000,3.000,3.500,0.000,0.64557,0.46192,0.21857,0.14927,0.27086,0.00607,0.22266,0.33619,0.04584,0.12782,
nokia,2010-07-00,Finland,1,4.000,4.000,4.500,4.500,1.500,0.000,0.89149,0.21826,0.12172,0.33279,0.22337,0.00392,0.23479,0.39553,0.24271,0.33913,
ericsson,2010-07-00,India,1,5.000,4.500,3.000,2.500,3.000,0.000,0.64163,0.43102,0.15543,0.12686,0.30872,0.09403,0.23222,0.36459,0.14255,0.09442,
nokia,2010-07-00,India,4,3.500,3.750,2.625,3.125,1.750,0.000,0.67748,0.44740,0.37716,0.33743,0.49156,0.15684,0.30942,0.41748,0.35683,0.25462,
ericsson,2010-08-00,US,2,4.000,4.250,4.500,4.250,3.500,0.000,0.66757,0.30776,0.17031,0.07232,0.23580,0.00708,0.08533,0.31387,0.16244,0.11138,
nokia,2010-08-00,Germany,1,3.000,4.500,2.000,4.000,2.000,0.000,0.58994,0.32093,0.39022,0.27579,0.24301,0.13132,0.33091,0.50955,0.25773,0.53959,
ericsson,2010-08-00,Hungary,1,4.000,3.500,5.000,5.000,3.000,0.000,0.60413,0.39637,0.17998,0.33040,0.19023,0.08455,0.20697,0.40199,0.11054,0.20480,
nokia,2010-08-00,China,1,3.000,5.000,2.500,2.500,3.000,0.000,0.75897,0.59778,0.37779,0.44930,0.42042,0.06982,0.39604,0.44648,0.23896,0.20320,
ericsson,2010-08-00,India,1,4.000,4.000,4.000,3.500,2.500,0.000,0.60782,0.53024,0.17648,0.27235,0.23372,0.00292,0.13249,0.30972,0.12832,0.01789,
nokia,2010-08-00,India,4,3.250,3.500,3.375,2.875,2.875,0.000,0.75748,0.55329,0.30430,0.50859,0.41960,0.13965,0.32664,0.43433,0.26764,0.23865,
nokia,2010-08-00,UK,4,3.250,4.125,3.125,2.875,2.625,0.000,0.85641,0.41523,0.21892,0.28534,0.41824,0.00775,0.26605,0.39661,0.16954,0.15751,
ericsson,2010-08-00,UK,1,2.000,4.500,3.000,2.000,3.000,0.000,0.56275,0.25586,0.27138,0.40327,0.36621,0.00834,0.36973,0.29458,0.20695,0.10936,
nokia,2010-08-00,US,2,3.500,4.000,4.000,3.500,3.250,0.000,0.67801,0.56666,0.31759,0.34399,0.39405,0.06699,0.39010,0.43464,0.24824,0.28604,
mcdonalds,2010-08-00,UK,1,1.000,3.000,3.000,2.500,1.000,0.000,0.48421,0.29900,0.25266,0.35429,0.42832,0.13073,0.24399,0.33273,0.19532,0.19460,
apple,2010-08-00,US,16,3.500,3.063,3.188,3.406,3.531,0.000,0.63325,0.21092,0.18928,0.24527,0.23050,0.03633,0.24752,0.30016,0.23757,0.15724,
nokia,2010-09-00,India,6,3.833,4.083,3.333,3.000,2.750,0.000,0.69067,0.56789,0.34881,0.40432,0.52920,0.08675,0.33466,0.40143,0.31895,0.21457,
apple,2010-09-00,US,8,3.000,3.438,2.750,3.188,3.688,0.000,0.60354,0.39623,0.24139,0.26724,0.22426,0.03242,0.20783,0.30133,0.25839,0.14339,
ericsson,2010-09-00,Canada,1,4.000,3.500,2.500,4.000,2.000,0.000,0.56298,0.27543,0.16650,0.17547,0.21427,0.00010,0.32030,0.35803,0.09800,0.14576,
nokia,2010-09-00,UK,1,2.000,5.000,2.500,3.000,2.000,0.000,0.89943,0.29182,0.09819,0.12194,0.20914,0.00067,0.34373,0.31314,0.08895,0.28756,
apple,2010-09-00,Singapore,1,3.000,2.500,1.000,2.000,1.000,0.000,0.42140,0.23526,0.28532,0.43309,0.23425,0.03016,0.37905,0.33486,0.17433,0.28328,
ericsson,2010-09-00,UK,1,3.000,3.500,2.000,2.500,4.500,0.000,0.45359,0.35411,0.31740,0.37466,0.40178,0.09000,0.33687,0.34201,0.20259,0.21869,
ericsson,2010-09-00,Turkey,1,4.000,4.000,3.000,4.000,4.000,0.000,0.42857,0.39233,0.34246,0.44546,0.41590,0.11829,0.33409,0.33717,0.28472,0.18784,
nokia,2010-09-00,Japan,1,2.000,3.000,2.500,1.500,1.000,0.000,0.81809,0.58714,0.27903,0.19170,0.26618,0.11517,0.44925,0.42191,0.30517,0.22173,
ericsson,2010-09-00,US,4,3.000,3.625,2.625,3.625,2.250,0.000,0.59962,0.25875,0.16529,0.24878,0.27180,0.05224,0.24287,0.30862,0.17085,0.11355,
nokia,2010-09-00,US,5,3.000,3.900,2.800,3.100,2.900,0.000,0.72732,0.51001,0.36375,0.43807,0.37548,0.06748,0.36303,0.44475,0.25460,0.20935,
apple,2010-10-00,Taiwan,1,3.000,3.000,3.000,4.000,3.000,0.000,0.52936,0.15900,0.23886,0.34643,0.43703,0.12164,0.23601,0.31650,0.16859,0.14846,
ericsson,2010-10-00,US,3,3.667,4.000,3.500,3.667,3.500,0.000,0.52098,0.22495,0.27882,0.38605,0.35260,0.02851,0.36827,0.33632,0.23248,0.09496,
ericsson,2010-10-00,Malaysia,1,4.000,4.000,3.500,5.000,3.500,0.000,0.61278,0.27667,0.36529,0.36443,0.61425,0.11706,0.15046,0.27061,0.21712,0.07685,
nokia,2010-10-00,India,3,3.333,4.000,3.167,4.000,2.667,0.000,0.74912,0.47460,0.32359,0.30751,0.38348,0.02206,0.33240,0.42650,0.31973,0.18492,
nokia,2010-10-00,US,7,3.286,4.500,3.000,3.714,2.643,0.000,0.78935,0.47950,0.24882,0.28529,0.35078,0.04808,0.33349,0.43298,0.25333,0.22147,
apple,2010-10-00,US,8,4.125,3.625,3.563,3.625,4.063,0.000,0.54142,0.28664,0.25450,0.27290,0.33713,0.02286,0.24498,0.28468,0.23337,0.11587,
telefonica,2010-10-00,UK,1,4.000,5.000,3.000,3.000,4.500,0.000,0.63463,0.57311,0.11050,0.11760,0.29947,0.02037,0.37032,0.25604,0.30025,0.10646,
apple,2010-10-00,UK,1,1.000,2.500,1.500,1.000,1.000,0.000,0.62810,0.13796,0.13475,0.08455,0.11161,0.15828,0.11826,0.26976,0.15602,0.12823,
nokia,2010-10-00,UK,2,2.000,3.500,1.750,2.000,2.500,0.000,0.68287,0.39618,0.28863,0.23600,0.34473,0.12462,0.42181,0.43605,0.34653,0.29382,
starbucks,2010-10-00,UK,1,4.000,4.000,4.000,4.000,4.000,0.000,0.38920,0.32092,0.39008,0.37287,0.39836,0.23504,0.34158,0.32867,0.38476,0.26025,
nokia,2010-11-00,China,3,4.333,4.167,4.333,3.667,4.167,0.000,0.82622,0.35665,0.25701,0.60913,0.42788,0.04108,0.55609,0.44365,0.28261,0.11067,
mcdonalds,2010-11-00,UK,1,1.000,2.000,2.000,1.000,1.000,0.000,0.49925,0.08844,0.10611,0.24332,0.36988,0.00013,0.23798,0.29253,0.27254,0.40073,
apple,2010-11-00,Singapore,1,3.000,2.500,2.500,2.500,3.000,0.000,0.65495,0.04802,0.24671,0.10677,0.37281,0.02781,0.33844,0.23069,0.28796,0.04357,
ericsson,2010-11-00,US,3,3.333,3.667,4.000,4.000,3.500,0.000,0.56679,0.36303,0.26235,0.36327,0.32275,0.06158,0.33145,0.30991,0.19587,0.19510,
nokia,2010-11-00,India,4,3.500,3.750,3.500,3.000,3.500,0.000,0.70580,0.36979,0.42182,0.39265,0.48757,0.10935,0.33651,0.43257,0.34047,0.23268,
nokia,2010-11-00,US,4,4.000,4.500,3.125,4.000,3.000,0.000,0.74384,0.56429,0.35610,0.66285,0.42146,0.03810,0.37882,0.49183,0.17887,0.23381,
ericsson,2010-11-00,Canada,1,4.000,4.000,4.000,4.000,4.000,0.000,0.41192,0.29442,0.39590,0.45788,0.40373,0.06586,0.38062,0.34430,0.36762,0.19198,
ericsson,2010-11-00,Ireland,1,2.000,1.000,3.000,2.500,1.000,0.000,0.59516,0.12963,0.17247,0.11727,0.39249,0.06592,0.61302,0.24403,0.08272,0.08556,
nokia,2010-11-00,UK,2,2.500,4.000,2.000,3.500,2.000,0.000,0.85304,0.54482,0.27710,0.40641,0.46882,0.03369,0.36162,0.38359,0.24861,0.04288,
apple,2010-11-00,US,11,3.818,4.136,3.364,3.500,3.773,0.000,0.52383,0.23758,0.23091,0.30290,0.27695,0.10235,0.27478,0.31840,0.28195,0.16279,
ericsson,2010-12-00,Australia,1,4.000,4.000,3.000,3.500,3.000,0.000,0.70384,0.46322,0.22039,0.42264,0.36462,0.00010,0.31226,0.34042,0.03066,0.00516,
apple,2010-12-00,US,12,3.833,3.625,3.875,4.125,3.417,0.000,0.52006,0.34169,0.29402,0.25702,0.33938,0.05972,0.28566,0.30609,0.31404,0.17548,
nokia,2010-12-00,China,3,3.333,3.333,3.500,2.833,3.000,0.000,0.80200,0.54102,0.25845,0.31353,0.36058,0.06971,0.36436,0.42029,0.27835,0.22198,
ericsson,2010-12-00,US,2,4.000,3.750,4.000,4.500,2.500,0.000,0.62145,0.11875,0.23147,0.12781,0.35024,0.06676,0.12369,0.33506,0.13879,0.25577,
nokia,2010-12-00,Finland,2,4.000,3.250,3.250,3.250,2.500,0.000,0.78686,0.45797,0.19846,0.59971,0.28155,0.04282,0.30921,0.40554,0.20717,0.33468,
amazon,2010-12-00,UK,1,2.000,1.000,1.000,3.000,1.000,0.000,0.51454,0.26739,0.27434,0.10038,0.28776,0.11218,0.13149,0.33044,0.25839,0.46108,
ericsson,2010-12-00,India,1,4.000,4.000,4.000,4.000,4.000,0.000,0.63708,0.09290,0.31115,0.30784,0.38127,0.00065,0.41927,0.40291,0.03768,0.00997,
apple,2010-12-00,UK,1,1.000,1.000,1.000,3.500,1.000,0.000,0.52327,0.15296,0.19603,0.07464,0.16145,0.00846,0.49057,0.30243,0.09426,0.22142,
ericsson,2010-12-00,Canada,1,3.000,3.500,3.500,2.500,4.000,0.000,0.43420,0.42232,0.34831,0.42373,0.42781,0.04888,0.35384,0.37572,0.25708,0.20269,
nokia,2010-12-00,India,1,3.000,4.000,3.500,3.000,3.500,0.000,0.52073,0.16757,0.36114,0.33944,0.56769,0.10098,0.26689,0.32663,0.22304,0.13169,
nokia,2010-12-00,UAE,1,3.000,2.000,3.000,1.000,3.000,0.000,0.74832,0.65596,0.30641,0.39014,0.29909,0.11069,0.35690,0.48355,0.26396,0.34919,
nokia,2010-12-00,US,3,3.333,3.833,3.333,3.333,2.333,0.000,0.65034,0.47340,0.32529,0.40504,0.38620,0.13564,0.31481,0.41374,0.26458,0.24858,
apple,2010-12-00,Canada,1,3.000,1.500,1.000,1.000,2.500,0.000,0.62050,0.14052,0.13891,0.11331,0.18559,0.12826,0.14034,0.25673,0.24122,0.38994,
telefonica,2010-12-00,UK,1,5.000,4.500,3.000,4.000,5.000,0.000,0.66153,0.14822,0.14435,0.17966,0.10123,0.00635,0.36323,0.28790,0.17858,0.12197,
nokia,2010-12-00,Egypt,1,3.000,3.000,4.000,2.000,3.000,0.000,0.88337,0.59848,0.17828,0.43923,0.27432,0.02604,0.33543,0.51353,0.23745,0.13531,
telefonica,2010-12-00,Brazil,1,4.000,3.000,4.000,4.500,5.000,0.000,0.44753,0.38967,0.39968,0.37514,0.35871,0.12806,0.27698,0.35771,0.28436,0.26926,
nokia,2011-01-00,China,1,2.000,5.000,2.500,1.000,4.000,0.000,0.68987,0.39580,0.30070,0.29906,0.47983,0.01261,0.24555,0.36904,0.27840,0.13275,
nokia,2011-01-00,UK,2,3.500,3.250,3.250,3.000,3.000,0.000,0.57310,0.35286,0.37758,0.41848,0.44406,0.10769,0.38483,0.40736,0.34441,0.42156,
ericsson,2011-01-00,Canada,1,3.000,3.500,2.500,2.500,3.000,0.000,0.46867,0.39554,0.24806,0.32374,0.37422,0.00322,0.32367,0.37213,0.13699,0.18894,
nokia,2011-01-00,Poland,1,3.000,2.500,2.000,3.000,2.000,0.000,0.52421,0.18031,0.17892,0.17168,0.30952,0.02825,0.21043,0.33119,0.22737,0.13486,
apple,2011-01-00,Canada,2,4.000,2.500,3.750,5.000,2.250,0.000,0.57518,0.42376,0.17616,0.15435,0.29961,0.10754,0.22451,0.29266,0.20041,0.29056,
nokia,2011-01-00,Germany,1,2.000,4.000,1.000,3.500,1.000,0.000,0.78395,0.09878,0.34379,0.04643,0.11355,0.00224,0.04358,0.52207,0.08315,0.52133,
nokia,2011-01-00,Denmark,1,4.000,4.500,2.500,3.500,4.000,0.000,0.97668,0.61470,0.13926,0.37996,0.08156,0.00013,0.14045,0.48778,0.06519,0.17016,
apple,2011-01-00,US,9,3.111,2.833,2.778,3.333,2.778,0.000,0.48965,0.23978,0.23347,0.27412,0.33983,0.07880,0.23730,0.30232,0.18562,0.18792,
nokia,2011-01-00,US,1,4.000,4.500,3.000,4.000,4.000,0.000,0.44423,0.34781,0.26301,0.45884,0.38821,0.06304,0.23712,0.38462,0.25134,0.18979,
ericsson,2011-01-00,US,2,2.500,3.000,3.250,3.750,2.250,0.000,0.42512,0.39052,0.29317,0.34162,0.34612,0.04055,0.24843,0.29663,0.31528,0.21510,
nokia,2011-01-00,India,4,3.750,3.875,3.875,3.000,3.625,0.000,0.76723,0.60482,0.37769,0.49575,0.41268,0.11037,0.37392,0.46067,0.27020,0.24241,
nokia,2011-01-00,Finland,1,2.000,3.000,4.500,2.500,2.000,0.000,0.56583,0.44375,0.31141,0.52445,0.32836,0.04214,0.30991,0.34157,0.26630,0.12383,
nokia,2011-02-00,China,1,3.000,3.500,3.000,2.500,3.000,0.000,0.51914,0.46249,0.51095,0.54081,0.51863,0.14404,0.45215,0.48542,0.35666,0.46225,
nokia,2011-02-00,Canada,1,3.000,4.500,2.500,5.000,2.000,0.000,0.89384,0.51324,0.33995,0.38781,0.35027,0.00780,0.24930,0.41653,0.14142,0.20137,
nokia,2011-02-00,India,5,3.600,3.400,2.900,3.500,1.900,0.000,0.76331,0.30270,0.32602,0.58324,0.43744,0.04291,0.45676,0.42541,0.24996,0.16279,
nokia,2011-02-00,US,4,3.500,4.375,3.125,3.375,2.875,0.000,0.83274,0.54634,0.29468,0.44897,0.36496,0.02735,0.31580,0.43467,0.24219,0.22635,
apple,2011-02-00,US,14,3.714,3.536,3.286,3.571,3.643,0.000,0.52391,0.24913,0.30584,0.29206,0.33006,0.07480,0.25905,0.31412,0.27441,0.12764,
nokia,2011-02-00,Finland,1,1.000,4.000,1.000,2.500,4.000,0.000,0.66469,0.40150,0.34328,0.35918,0.42916,0.11411,0.34016,0.43517,0.34885,0.41263,
ericsson,2011-02-00,Sweden,1,2.000,2.500,3.500,2.000,2.500,0.000,0.61741,0.30779,0.16667,0.50806,0.14433,0.09638,0.13432,0.37581,0.16909,0.21940,
ericsson,2011-02-00,Canada,1,4.000,4.000,4.000,4.000,4.000,0.000,0.58898,0.32580,0.23376,0.35737,0.36715,0.00609,0.20292,0.31331,0.26134,0.02710,
telefonica,2011-02-00,UK,1,4.000,3.000,2.500,4.500,2.000,0.000,0.30950,0.26580,0.42898,0.40242,0.41655,0.13388,0.38716,0.36383,0.47588,0.29577,
ericsson,2011-03-00,US,2,2.500,2.500,2.750,3.750,2.500,0.000,0.57754,0.30671,0.18272,0.34726,0.26582,0.02482,0.27379,0.29318,0.08764,0.07383,
nokia,2011-03-00,India,8,3.625,3.875,3.063,3.000,3.125,0.000,0.68916,0.51614,0.34269,0.43071,0.45729,0.13469,0.34424,0.41873,0.30287,0.22725,
mcdonalds,2011-03-00,UK,1,3.000,3.000,3.000,3.000,3.000,0.000,0.59648,0.28409,0.12437,0.08863,0.42121,0.05326,0.24066,0.26523,0.37323,0.07508,
ericsson,2011-03-00,Canada,1,2.000,4.000,2.000,3.500,2.000,0.000,0.65506,0.35801,0.25959,0.44327,0.25746,0.00061,0.15887,0.30447,0.10023,0.07324,
ericsson,2011-03-00,Spain,1,4.000,5.000,4.000,3.000,2.000,0.000,0.56655,0.46539,0.37554,0.31627,0.28983,0.00709,0.27030,0.34944,0.14477,0.17119,
nokia,2011-03-00,Finland,1,5.000,5.000,5.000,5.000,5.000,0.000,0.54932,0.53100,0.37692,0.55248,0.43898,0.13105,0.42637,0.49403,0.30537,0.42864,
nokia,2011-03-00,Germany,1,2.000,3.000,1.000,3.500,3.000,0.000,0.61445,0.18211,0.39313,0.17470,0.12680,0.04700,0.20523,0.50532,0.24346,0.42744,
amazon,2011-03-00,UK,2,4.000,2.750,3.250,3.500,2.750,0.000,0.63175,0.16810,0.25363,0.15592,0.16052,0.07725,0.21131,0.29666,0.30402,0.12438,
nokia,2011-03-00,Brazil,1,3.000,3.500,3.000,3.500,4.000,0.000,0.51366,0.47268,0.31342,0.42386,0.26140,0.05745,0.33929,0.34698,0.26471,0.25152,
